Time (ms)     cl  pb      cost
   6182.96    3   25  16219.869
   5579.94    3   26  15570.012
   6417.41    3   27  11701.147
   5697.50    3   28  19744.776
   6641.42    3   29   9125.160
   6659.81    3   30   7176.645
   6484.20    3   31   5187.278
   9118.59    3   32   7043.902
   6055.34    3   33   8999.554
   7907.01    3   34   9049.301
   6039.29    3   35  16188.903
   6844.40    3   36   8493.738
   6838.33    3   37   7047.483
   6470.69    3   38   9759.731
   6210.13    3   39  15112.788
   5829.99    3   40   9915.132
   7429.49    3   41   5660.935
   6491.80    3   42  11250.457
   6563.81    3   43  13020.540
   6291.18    3   44  19508.128
   6697.83    3   45   8868.198
   6130.08    4    1  34313.986
   7165.06    4    2  11478.781
   6027.92    4    3  26779.264
   6176.27    4    4  21526.051
   7225.79    4    5  11287.271
   9364.86    4    6  15402.657
   6638.17    4    7  12427.648
   6193.41    4    8  11947.133
   6082.38    4    9  16182.321
   6574.04    4   10  30035.194
   6410.55    4   11  13375.253
   6407.05    4   12  18645.204
   6125.28    4   13  29975.417
   6286.94    4   14  30309.320
   6331.46    4   15  26942.575
   5789.95    4   16  27372.714
   5685.72    4   17  15748.550
   5553.01    4   18  21463.911
   6555.98    4   19  19623.282
   7306.87    4   20  11044.414
   5970.00    4   21  14153.124
   6517.10    4   22   9807.385
   6076.20    4   23   7497.687
   6268.46    4   24  12141.995
   5752.19    4   25  18338.903
   5703.28    4   26  25521.987
   5795.27    4   27  23970.518
   7023.57    4   28  22053.837
   6323.49    4   29  20156.615
   5751.41    4   30  16725.772
   6559.76    4   31  20452.001
   5710.55    4   32  19847.444
   7342.56    4   33  20397.190
   6585.21    4   34  22139.268
   6606.06    4   35   9453.455
   6187.76    4   36  12023.949
   8956.01    4   37   9883.905
   5665.07    4   38   9870.538
   7745.77    4   39  10826.859
   6618.37    4   40  13568.461
   5917.33    4   41  18279.993
   5872.26    4   42  11595.641
   5662.45    4   43  10609.956
   6233.21    4   44   9627.830
   6046.21    4   45  14781.552
   8038.60    5    1   4392.810
   7053.37    5    2   5302.700
   6709.20    5    3   7322.528
   6816.20    5    4   5357.001
   7291.26    5    5   4775.848
   6066.55    5    6   3472.225
   6747.10    5    7   3226.727
   6777.00    5    8   5468.086
   6595.03    5    9   5043.181
   6993.75    5   10   6879.388
   5900.92    5   11  11583.072
   5990.07    5   12   9298.135
   5824.87    5   13   8845.958
   6594.10    5   14   4717.485
   5779.96    5   15   6211.136
   6570.65    5   16   5993.201
   6377.11    5   17   6424.821
   6557.98    5   18   4983.669
   8514.91    5   19   4371.031
   6807.87    5   20   1987.857
   6634.99    5   21   3116.024
   7025.78    5   22   4720.697
   6896.20    5   23   3884.645
   8123.17    5   24   2538.181
   6895.90    5   25   3258.631
   6539.42    5   26   3736.259
   5894.08    5   27   6415.978
   6255.40    5   28   3753.750
   5820.34    5   29   6679.544
   5961.24    5   30   5393.137
  11942.94    5   31   2945.804
   7169.33    5   32   4865.134
   8567.11    5   33   2748.708
   6903.72    5   34   5577.345
   7960.24    5   35   4015.606
   6822.80    5   36   3416.789
   6912.87    5   37   3630.846
   5874.34    5   38   4572.899
   7188.58    5   39   2696.050
   7483.51    5   40   3248.380
   6789.42    5   41   3763.895
  12511.39    5   42   3408.367
   7354.35    5   43   4927.086
   6208.52    5   44   4374.100
   6833.09    5   45   4878.092
   7754.43    6    1   7542.260
   7724.42    6    2  18377.071
   7465.60    6    3  20390.857
   7058.62    6    4   9499.383
   6806.82    6    5  10006.244
   5892.56    6    6  25378.434
   7104.85    6    7  14226.834
   7405.18    6    8  12956.620
   6790.47    6    9  18173.236
   6907.66    6   10  12968.443
   6559.93    6   11  11941.304
   7977.66    6   12   9590.957
  10430.76    6   13   8095.791
   6582.78    6   14  16960.526
   7480.48    6   15  10644.426
   7396.94    6   16  10618.131
   6596.85    6   17  11843.221
  14238.60    6   18  13195.059
   8744.93    6   19  17891.723
   6407.90    6   20  18217.490
   6855.95    6   21  12854.349
   8172.07    6   22  20644.817
   6642.14    6   23   9852.762
   7828.43    6   24   7143.338
   6902.97    6   25  16465.743
   7252.64    6   26  16883.200
   6462.58    6   27  13942.625
   6818.51    6   28  14543.853
  10015.05    6   29  11778.565
   9570.16    6   30   9576.325
   6518.32    6   31   9227.213
   6510.29    6   32  24252.568
   8607.88    6   33  11103.685
   6604.53    6   34  12689.674
   8991.07    6   35  15277.855
   6383.12    6   36  23926.618
   7569.24    6   37  12770.985
   6190.82    6   38  13446.189
   6239.36    6   39  15501.663
   7289.36    6   40  24653.850
   7584.00    6   41  14552.604
   6807.51    6   42  11201.699
   7678.47    6   43  13037.884
   8797.59    6   44  16820.314
   7495.43    6   45   8381.343
  10089.15    7    1   9048.466
   7029.24    7    2   2855.191
  16151.27    7    3   5171.788
   7440.62    7    4   6318.349
   6801.34    7    5   8922.621
   7802.31    7    6   4457.294
  14585.10    7    7   8213.072
   8575.74    7    8   6652.492
   7270.49    7    9   5951.181
   7139.64    7   10  16370.240
   7987.40    7   11  15514.761
   7545.44    7   12   7973.238
   7323.67    7   13  13245.778
   6687.50    7   14  15208.458
   9534.76    7   15   7038.432
   9612.60    7   16  13391.491
   7434.40    7   17  18102.634
   6977.32    7   18  10854.765
   6150.67    7   19  16067.788
   6409.50    7   20  20259.696
   7841.01    7   21   6067.029
   6564.60    7   22  23368.500
   6234.45    7   23  14197.996
   8291.09    7   24   9029.688
   7250.38    7   25  18955.350
   5826.44    7   26  16069.477
   8033.80    7   27  12731.872
   6667.86    7   28  25692.174
   6047.16    7   29  29364.655
   5957.15    7   30  15230.466
   6082.38    7   31  19507.138
   6160.45    7   32  24673.645
   7003.62    7   33  14683.554
   7082.03    7   34  25562.849
   5740.35    7   35  33276.520
   6140.10    7   36  21092.532
   6163.08    7   37  20250.488
   5517.70    7   38  41657.002
   6287.73    7   39  27495.320
   6433.75    7   40  40265.548
   5472.80    7   41  25647.452
   5993.65    7   42   9122.220
   5611.34    7   43  36531.267
   5797.89    7   44  45369.591
   5776.74    7   45  21231.241
   6063.21    8    1  19200.000
   6667.62    8    2   3408.000
   6083.05    8    3  20676.000
   5788.63    8    4  12375.586
   5813.64    8    5  32768.000
   6230.03    8    6  26616.804
   5840.77    8    7  12431.375
   6224.76    8    8  10944.000
   5928.27    8    9   8194.000
   6025.86    8   10  19200.000
   8382.43    8   11   5037.810
   6288.35    8   12  21288.975
   7246.87    8   13  19873.250
   8263.36    8   14  18685.930
   9461.42    8   15   7088.480
   7124.38    8   16  19331.375
   5974.47    8   17  21150.000
   5910.18    8   18  18250.905
   6330.01    8   19  12531.273
   6208.73    8   20  32768.000
   6348.07    8   21  21663.917
   6930.85    8   22  12461.125
   7158.10    8   23  10988.000
   6261.77    8   24   7931.555
   5538.49    8   25  21098.437
   5996.20    8   26  24242.361
   6355.35    8   27  22526.813
   5899.01    8   28   4731.979
   8140.73    8   29  18652.344
   6061.76    8   30  23340.764
   6620.31    8   31  34104.944
   6923.12    8   32  25366.479
   6434.33    8   33  12616.510
   5648.98    8   34  15523.358
   6441.64    8   35  13827.930
   6383.20    8   36  43453.778
   6741.00    8   37  17647.875
   8421.44    8   38  32768.000
   5941.18    8   39  34015.999
   6498.25    8   40  14260.997
   5641.05    8   41  23714.598
   6206.18    8   42  26555.192
   6770.43    8   43  13234.187
   6709.24    8   44  15337.889
   6672.40    8   45  12733.333
   7396.89    9    1   9667.593
   7161.29    9    2  12109.803
   8655.25    9    3   7785.940
   7479.51    9    4   9233.875
   6235.63    9    5  14279.376
   6401.61    9    6  10710.546
   8170.96    9    7   8571.272
   6079.79    9    8  13937.143
   7007.20    9    9  11498.095
   7566.05    9   10   8497.427
   7495.80    9   11   4859.146
   6074.15    9   12   4883.095
   6703.21    9   13   7037.542
   8231.44    9   14   5589.020
   6726.32    9   15   6071.263
   5951.75    9   16  11523.500
   6472.56    9   17   6878.269
   6843.62    9   18   7168.059
   9339.20    9   19   7191.216
   6612.87    9   20  10332.207
   7107.55    9   21   9946.652
   6756.35    9   22   8514.223
   6058.66    9   23  12670.077
   7046.16    9   24  10358.188
   9325.04    9   25   5642.253
   6580.06    9   26   9230.832
   7292.83    9   27   8081.789
   6962.33    9   28   5393.704
   5861.59    9   29  12165.119
   7633.07    9   30   8631.294
   7938.98    9   31   7223.516
   8670.78    9   32   5628.511
   7328.91    9   33   6584.438
   6024.49    9   34   9991.199
   6846.78    9   35   8638.220
   9034.46    9   36   6818.197
   6389.85    9   37   8282.367
   5756.77    9   38  12677.102
   6832.57    9   39   7208.140
   6871.45    9   40   7155.204
   6227.16    9   41   9923.199
  11042.98    9   42   7774.771
   5869.18    9   43  14275.636
   7960.38    9   44   7518.977
   6452.56    9   45  16463.291
   6660.06   10    1    574.313
   6248.61   10    2    816.445
   6621.61   10    3    954.995
   5379.69   10    4   1564.415
   5972.03   10    5   1722.532
   6721.25   10    6    953.862
   7555.51   10    7   1222.899
   6327.22   10    8   2136.697
   6035.93   10    9   1834.355
   5841.25   10   10    806.046
   6760.81   10   11   1985.301
   6147.26   10   12   1418.315
   6701.27   10   13   2283.407
   6987.62   10   14   1787.737
   6993.70   10   15   1849.559
   6319.56   10   16   2714.148
   7000.26   10   17   4067.416
   7030.25   10   18    716.270
   5505.59   10   19   1021.215
   6091.75   10   20   1545.695
   5728.77   10   21    832.614
   7103.43   10   22    879.338
   6354.91   10   23   2018.758
   6938.87   10   24   1684.559
   5936.22   10   25    969.186
   5663.28   10   26   1208.295
   6357.76   10   27   2029.076
   6764.40   10   28   2277.562
   5970.57   10   29   2007.382
   6672.11   10   30   2170.499
   6295.18   10   31    662.812
   6180.16   10   32   1450.583
   6461.96   10   33   1432.648
   6666.27   10   34   1086.372
   8038.43   10   35    807.189
   5275.70   10   36   2404.813
   6405.88   10   37   2350.561
   5771.75   10   38   1582.980
   6858.11   10   39    969.401
   7132.31   10   40   1229.318
   5977.00   10   41   2734.277
   6234.32   10   42   4773.485
   6446.06   10   43   2704.664
   5934.49   10   44   5750.426
   6374.18   10   45    847.798
