Time (ms)     cl  pb      cost
   6569.34    4    1  18322.132
   6816.91    4    2   7114.710
   6186.98    4    3  18360.327
   6151.59    4    4  18599.946
   7063.74    4    5   7353.768
   5739.75    4    6   9283.131
   7262.89    4    7  10828.752
   6293.40    4    8   7809.411
   5592.20    4    9  12702.313
   6320.35    4   10  16750.511
   8615.86    4   11  12084.418
   7019.95    4   12  16112.970
   5756.12    4   13  17783.302
   6302.48    4   14  21830.987
   6332.00    4   15  18148.243
   5620.24    4   16  15997.717
   5711.18    4   17  12980.100
   5811.22    4   18  16419.300
   6328.22    4   19  17767.315
   5830.54    4   20   9329.989
   5795.74    4   21  11875.053
   5908.95    4   22   7412.812
   5847.68    4   23   4945.685
   6009.99    4   24  10050.999
   5823.68    4   25  12426.216
   5975.38    4   26  17213.207
   5679.33    4   27  21405.001
   6434.61    4   28  17968.302
   6248.81    4   29  16519.219
   5804.99    4   30  12684.705
   6515.45    4   31  15238.107
   5707.37    4   32  12341.610
   6330.47    4   33  18145.272
   5832.72    4   34  18968.432
   7326.53    4   35   7750.232
   6125.15    4   36   7860.980
   6318.28    4   37   8507.378
   5613.29    4   38   8406.411
   5626.09    4   39   9261.275
   7134.60    4   40  11659.220
   5761.95    4   41  13201.589
   6048.82    4   42   7125.017
   6105.02    4   43   7490.349
   6637.60    4   44   7678.798
   5682.56    4   45  10984.560
   6404.05    5    1   3847.911
   6395.35    5    2   4055.217
   6356.28    5    3   5075.265
   6352.22    5    4   4105.387
   6412.59    5    5   4269.922
   6749.73    5    6   2543.158
   6058.16    5    7   2383.131
   8839.74    5    8   3994.063
   6328.70    5    9   3742.027
   6404.18    5   10   4769.459
   5803.97    5   11   6960.278
   5966.32    5   12   5609.757
   5796.57    5   13   5570.989
   6936.92    5   14   3237.041
   5723.61    5   15   4906.030
   6870.20    5   16   4042.983
   5876.11    5   17   5167.357
   6740.72    5   18   4207.829
   6007.16    5   19   2780.850
   6697.71    5   20   1627.548
   5928.00    5   21   2218.684
   6298.02    5   22   2694.759
   6000.88    5   23   3077.570
   6820.99    5   24   2142.343
   6222.88    5   25   2861.433
   6219.21    5   26   3238.986
   5892.76    5   27   4434.254
   5996.82    5   28   3231.771
   5767.92    5   29   5196.940
   6043.99    5   30   4953.616
   6605.97    5   31   2052.159
   6911.02    5   32   3104.175
   6607.91    5   33   2370.274
   6774.19    5   34   4241.673
   6033.05    5   35   3190.471
   6518.34    5   36   2510.139
   6050.95    5   37   2255.970
   6048.25    5   38   3387.304
   8582.85    5   39   2302.411
   6410.33    5   40   2691.193
   7612.32    5   41   2658.314
   7332.57    5   42   2883.616
   6802.53    5   43   3898.895
   6336.76    5   44   2969.949
   8685.80    5   45   4327.908
   6950.36    6    1   5525.203
   6901.86    6    2  13299.466
   6413.49    6    3  16614.370
   6867.74    6    4   7208.329
   6164.85    6    5   6852.083
   6612.07    6    6  18671.370
   6432.49    6    7   9377.726
   7518.58    6    8   9719.287
   7087.81    6    9  14725.484
   8242.56    6   10   9681.891
   5873.99    6   11   9857.816
   7392.22    6   12   6855.278
   9033.80    6   13   6062.435
   7669.70    6   14  12233.474
   6689.74    6   15   7926.105
   6762.66    6   16   7734.301
   6398.35    6   17   9273.441
   6810.80    6   18   9487.696
   6683.75    6   19  12082.375
   9095.07    6   20  11468.022
   7917.72    6   21   8624.000
   6832.89    6   22  15050.075
   6695.91    6   23   7053.445
   7192.52    6   24   5450.346
   6826.08    6   25  11919.503
   6203.29    6   26  12684.928
   6088.07    6   27   9997.586
   6288.42    6   28  10223.306
   6198.54    6   29   7669.933
   6056.97    6   30   6614.883
   6210.77    6   31   7354.124
   6610.92    6   32  14911.406
   6720.87    6   33   8031.162
   6366.99    6   34   8160.717
   6427.38    6   35  10545.036
   7489.15    6   36  14995.871
   6574.97    6   37   8571.173
   6409.21    6   38   9576.574
   6642.19    6   39  10517.357
   6628.68    6   40  16701.511
   7608.77    6   41  10068.760
   6997.73    6   42   7993.661
   6684.92    6   43  10563.908
   7009.65    6   44  11674.449
   6502.69    6   45   5807.329
   6756.86    7    1   4982.125
   6480.06    7    2   2245.812
   6674.12    7    3   3953.572
   6386.20    7    4   3779.781
   6617.95    7    5   5287.598
   6462.86    7    6   3740.670
   7183.04    7    7   4739.054
   7475.25    7    8   4181.948
   6889.09    7    9   4084.272
   7451.52    7   10   9769.174
   7059.92    7   11   9341.765
   6988.91    7   12   6104.431
   7763.84    7   13   7677.690
   6895.13    7   14   8690.433
   6101.18    7   15   5562.663
   7255.69    7   16  11553.264
   7269.54    7   17   9804.203
   6540.43    7   18   9649.638
   6211.76    7   19   9712.053
   6216.90    7   20  14883.758
   6457.58    7   21   4409.167
   6419.31    7   22  13690.347
   6191.12    7   23  10140.666
   6248.51    7   24   6518.520
   6418.53    7   25  15896.713
   5833.53    7   26  11815.854
   6450.21    7   27  10077.951
   6146.51    7   28  17647.151
   6323.24    7   29  17159.700
   6017.53    7   30  12140.630
   6019.39    7   31  14106.892
   6225.17    7   32  14439.950
   6273.52    7   33  12351.898
   6391.90    7   34  24411.939
   5737.58    7   35  21305.838
   6259.83    7   36  19468.344
   6052.28    7   37  16690.062
   5921.73    7   38  30084.081
   6115.32    7   39  25070.695
   6374.31    7   40  23324.952
   5466.22    7   41  15011.577
   5588.55    7   42   7254.351
   5509.27    7   43  30623.209
   5821.42    7   44  24063.458
   5453.29    7   45  15632.335
   5420.77    8    1  12805.000
   5955.13    8    2   3272.000
   5862.24    8    3  11656.562
   5718.58    8    4   9469.230
   5446.77    8    5  21856.000
   5840.80    8    6  20249.347
   5580.58    8    7   7653.187
   6004.27    8    8   7468.000
   5751.73    8    9   5439.000
   6082.47    8   10  12860.000
   6010.71    8   11   4783.828
   5739.49    8   12  16388.317
   6981.13    8   13  17770.000
   7056.70    8   14  12712.063
   9401.61    8   15   5435.680
   8892.28    8   16  13286.125
   6286.86    8   17  14282.778
   6266.33    8   18  10898.375
   6187.51    8   19   9735.366
   5911.64    8   20  21940.000
   6308.48    8   21  16547.289
   6098.11    8   22   7905.344
   6584.31    8   23   8332.000
   6205.13    8   24   5822.889
   5255.03    8   25  15003.972
   5207.39    8   26  21949.790
   7415.81    8   27  17911.255
   6163.79    8   28   3368.991
   6702.72    8   29  13928.082
   5382.69    8   30  13703.263
   5462.37    8   31  22020.801
   6978.57    8   32  17851.640
   5599.08    8   33   9121.640
   6697.73    8   34  12273.114
   7542.74    8   35   9650.590
   5769.13    8   36  37704.971
   8338.45    8   37  15087.344
   6048.62    8   38  22051.000
   6174.25    8   39  21933.110
   6624.01    8   40  10785.161
   5429.30    8   41  17800.655
   5361.03    8   42  19454.789
   7458.18    8   43   9645.687
   6296.95    8   44   9213.055
   6317.78    8   45   9550.222
   5914.49    9    1   6593.039
   7496.61    9    2   7350.470
   6081.93    9    3   5675.017
   6015.72    9    4   6257.655
   5812.40    9    5   9959.670
   6420.16    9    6   8044.014
   5997.82    9    7   6950.135
   6081.61    9    8  11150.319
   7897.56    9    9   8792.006
   7642.93    9   10   6482.306
   7111.81    9   11   3629.943
   6247.45    9   12   3529.450
   6545.16    9   13   5379.795
   6097.66    9   14   4061.016
   6795.64    9   15   4236.581
   5803.99    9   16   8906.619
   6120.05    9   17   5372.472
   6021.62    9   18   5336.053
   7499.49    9   19   6189.821
   6344.26    9   20   6912.027
   6128.14    9   21   8124.093
   6849.89    9   22   6149.309
   5958.66    9   23  10556.994
   6432.47    9   24   7876.819
   8783.33    9   25   4400.321
   6382.68    9   26   6915.958
   8406.78    9   27   6167.286
   7344.89    9   28   4083.664
   5850.29    9   29  10384.310
   6773.33    9   30   6967.025
   6358.80    9   31   5538.461
   8566.17    9   32   4280.319
   6947.02    9   33   4997.849
   5808.14    9   34   8766.092
   6537.99    9   35   6778.005
   6375.06    9   36   5272.652
   6661.75    9   37   5457.059
   5942.77    9   38   7345.812
   6510.37    9   39   5370.970
   6530.22    9   40   5555.110
   6021.22    9   41   7926.181
   6537.22    9   42   5815.719
   5880.37    9   43  11548.086
   7055.88    9   44   5649.277
   6293.84    9   45  11515.566
   6651.93   10    1    421.982
   6457.01   10    2    656.955
   7026.93   10    3    658.280
   5226.26   10    4   1322.043
   5898.76   10    5   1200.214
   7132.98   10    6    622.633
   7059.12   10    7    742.359
   6623.34   10    8   1801.693
   5597.84   10    9   1458.312
   5915.88   10   10    572.785
   6208.26   10   11   1302.820
   5884.02   10   12   1033.051
   5767.45   10   13   1455.009
   6224.87   10   14   1189.761
   6754.15   10   15   1376.640
   6076.50   10   16   2014.057
   6886.30   10   17   2705.620
   6420.39   10   18    568.713
   5373.36   10   19    747.619
   6000.06   10   20   1112.917
   5490.63   10   21    564.882
   6775.07   10   22    615.943
   6501.60   10   23   1498.728
   7270.54   10   24   1111.339
   6022.80   10   25    755.002
   5679.14   10   26    951.587
   6314.75   10   27   1528.772
   6491.11   10   28   1934.802
   6099.10   10   29   1612.363
   6957.37   10   30   1912.428
   6210.66   10   31    510.098
   6241.85   10   32    957.008
   6702.65   10   33    875.656
   7045.27   10   34    742.036
   6820.76   10   35    513.848
   5456.11   10   36   1463.294
   6293.22   10   37   1650.457
   6231.50   10   38   1111.785
   7733.01   10   39    715.325
   6229.86   10   40    846.586
   5760.59   10   41   1868.632
   6289.02   10   42   2890.228
   6142.31   10   43   1625.745
   6295.49   10   44   3560.129
   7011.89   10   45    548.753
