Time (ms)     cl  pb      cost
    204.75    3   21   1364.730
    133.97    3   22    741.093
    219.58    3   23   1135.233
    194.49    3   24   1289.287
    211.05    3   25   1360.225
    169.92    3   26   1044.122
    197.37    3   27   1893.939
    124.18    3   28   1883.597
    140.80    3   29   1892.186
    208.19    3   30   1902.335
    131.39    3   31    698.832
    233.07    3   32    928.675
    127.13    3   33   1404.232
    200.23    3   34    979.275
    211.20    3   35   1008.783
    200.65    3   36   1082.238
    185.24    3   37   1510.610
    199.29    3   38   1116.383
    210.54    3   39   1080.826
    118.55    3   40   1406.951
    195.81    3   41    571.667
    129.62    3   42    765.271
    187.26    3   43   1138.761
    189.66    3   44   1423.497
    135.23    3   45    745.863
    131.74    4    1   2278.579
    119.81    4    2   2706.005
    114.56    4    3   2233.192
    141.66    4    4   2009.025
    126.36    4    5   1636.691
    196.70    4    6    889.363
    180.10    4    7   2522.585
    206.90    4    8   1958.499
    136.23    4    9   2696.959
    134.18    4   10   2039.902
    175.53    4   11   4137.399
    176.88    4   12   2921.774
    184.16    4   13   1672.792
    184.76    4   14   2057.888
    192.95    4   15   1220.991
    192.29    4   16   2700.092
    191.46    4   17   2032.297
    171.50    4   18   2853.913
    176.29    4   19   2724.028
    178.85    4   20   2103.901
    172.76    4   21   2861.235
    182.24    4   22   1504.947
    183.76    4   23   1816.741
    177.20    4   24   1659.342
    200.73    4   25   1656.421
    122.56    4   26   2801.163
    173.64    4   27   2707.280
    174.29    4   28   3441.043
    130.09    4   29   2045.917
    178.17    4   30   2363.438
    127.57    4   31   2027.551
    194.37    4   32   2052.111
    176.90    4   33   3219.264
    145.40    4   34   2099.815
    207.08    4   35   2635.162
    190.79    4   36   1529.015
    209.22    4   37   1287.106
    126.97    4   38   1973.518
    196.38    4   39   1834.981
    122.71    4   40   3051.288
    197.58    4   41   2059.245
    135.37    4   42   2390.173
    123.28    4   43   1751.759
    159.17    4   44   1403.722
    116.85    4   45   1375.679
    127.23    5    1    552.351
    196.29    5    2    823.414
    123.57    5    3    564.433
    125.74    5    4   1127.080
    140.84    5    5    779.167
    136.37    5    6    360.465
    151.50    5    7    751.589
    135.41    5    8   1501.479
    187.65    5    9   1363.964
    194.16    5   10    582.641
    136.77    5   11    510.023
    130.51    5   12    773.416
    191.45    5   13    513.841
    191.69    5   14    610.139
    209.05    5   15    347.081
    188.24    5   16   1020.693
    120.40    5   17    676.691
    223.53    5   18    680.282
    189.98    5   19    670.137
    208.04    5   20    669.565
    124.70    5   21    809.979
    143.86    5   22    620.502
    137.60    5   23    735.451
    195.05    5   24    520.749
    138.96    5   25    718.179
    163.66    5   26    737.242
    233.95    5   27    551.023
    143.50    5   28    450.990
    166.51    5   29    877.228
    126.75    5   30    454.260
    118.35    5   31   1098.129
    180.25    5   32   1089.316
    125.95    5   33    630.927
    194.15    5   34   1050.907
    202.31    5   35    451.727
    140.89    5   36    822.781
    121.39    5   37    840.159
    181.81    5   38   1007.867
    121.96    5   39   1244.470
    137.58    5   40    745.728
    188.98    5   41   1475.491
    181.88    5   42   1167.420
    197.24    5   43    913.063
    185.74    5   44    599.263
    190.23    5   45    903.869
    137.67    6    1   1951.381
    153.69    6    2   1649.603
    140.77    6    3   1421.394
    157.50    6    4   1327.004
    209.61    6    5   1485.604
    136.49    6    6   2071.871
    134.17    6    7   1210.669
    150.14    6    8   2259.246
    135.42    6    9   2165.239
    132.92    6   10   1747.364
    145.04    6   11   1366.257
    158.45    6   12   1814.038
    202.76    6   13   2060.891
    137.09    6   14   3299.305
    205.25    6   15   2135.510
    151.10    6   16   1626.251
    244.24    6   17   1668.401
    197.02    6   18   1985.951
    201.65    6   19   1316.676
    207.54    6   20   1402.355
    209.66    6   21   1425.212
    198.98    6   22   2056.155
    149.72    6   23   1229.173
    196.51    6   24   1340.175
    187.54    6   25   1978.872
    146.30    6   26   1791.863
    187.49    6   27   2606.435
    211.35    6   28   1572.015
    137.63    6   29   2290.471
    194.19    6   30   1967.115
    226.55    6   31   1480.973
    144.58    6   32   2144.445
    137.75    6   33   1761.322
    142.95    6   34   1819.351
    210.55    6   35   2015.717
    134.50    6   36   1798.878
    123.20    6   37   1613.511
    150.58    6   38   1870.301
    148.44    6   39   1670.925
    195.31    6   40   2532.026
    141.01    6   41   1958.384
    186.26    6   42   2684.034
    137.96    6   43   2677.294
    203.82    6   44   2609.227
    218.76    6   45   1199.759
    224.03    7    1    466.090
    190.63    7    2    832.349
    224.79    7    3    470.118
    419.54    7    4   1365.160
    260.17    7    5   1540.104
    190.86    7    6    872.522
    334.34    7    7    724.754
    211.02    7    8    497.820
    369.17    7    9   1617.737
    182.40    7   10   1220.387
    180.55    7   11    655.337
    185.81    7   12   2524.834
    289.04    7   13   2780.428
    205.22    7   14   1005.957
    246.64    7   15    852.262
    201.37    7   16   1178.165
    206.22    7   17   2979.843
    184.23    7   18   1278.600
    177.65    7   19   2839.532
    192.16    7   20   2277.744
    191.65    7   21   1357.328
    197.80    7   22   1046.704
    192.10    7   23   2529.892
    176.76    7   24   2478.291
    181.07    7   25   3876.739
    187.42    7   26   4284.361
    124.59    7   27   1648.925
    192.30    7   28   1059.281
    212.17    7   29   1902.549
    184.67    7   30   4630.844
    189.54    7   31   3008.791
    183.40    7   32   5587.853
    181.18    7   33   4473.039
    179.25    7   34   5741.103
    188.80    7   35   2773.906
    177.97    7   36   3834.913
    179.96    7   37   4416.268
    190.05    7   38   6882.614
    183.11    7   39    727.191
    186.22    7   40   1263.328
    134.36    7   41   3203.732
    121.72    7   42   4263.084
    132.54    7   43   2497.213
    122.96    7   44   4964.600
    195.23    7   45   7384.596
    150.56    8    1   2400.000
    166.50    8    2    454.000
    153.41    8    3   2592.000
    146.48    8    4   1566.000
    147.63    8    5   4096.000
    164.21    8    6   3370.438
    144.44    8    7   1572.938
    151.82    8    8   1376.000
    154.05    8    9   1097.000
    154.84    8   10   2400.000
    161.78    8   11    627.945
    149.34    8   12   2660.606
    261.52    8   13   2488.875
    267.70    8   14   2384.557
    169.78    8   15    883.920
    182.49    8   16   2433.500
    193.84    8   17   2754.286
    161.27    8   18   2280.329
    162.11    8   19   1549.212
    157.40    8   20   4096.000
    173.03    8   21   2754.658
    143.22    8   22   1575.688
    177.34    8   23   1384.000
    160.32    8   24   1081.943
    113.06    8   25   2687.452
    117.88    8   26   3023.452
    183.17    8   27   2905.696
    120.14    8   28    591.781
    142.55    8   29   2344.164
    117.36    8   30   2991.014
    118.60    8   31   4262.788
    174.09    8   32   3266.481
    124.01    8   33   1594.727
    124.06    8   34   1937.212
    183.65    8   35   1850.743
    164.98    8   36   5507.240
    169.70    8   37   2232.781
    177.40    8   38   4096.000
    160.98    8   39   4322.743
    130.86    8   40   1852.089
    122.04    8   41   3018.202
    138.10    8   42   3380.304
    177.77    8   43   1696.219
    158.12    8   44   2031.486
    169.88    8   45   1634.171
    144.29    9    1   1539.389
    148.72    9    2   1744.460
    136.19    9    3   1162.679
    208.74    9    4   1318.750
    134.21    9    5   2275.808
    147.57    9    6   1541.567
    136.22    9    7   1126.870
    197.77    9    8   1938.014
    137.03    9    9   1484.582
    140.38    9   10   1120.353
    129.73    9   11    644.317
    192.76    9   12    635.047
    146.64    9   13    917.759
    154.04    9   14    720.334
    184.81    9   15    770.764
    184.59    9   16   1588.609
    134.12    9   17    884.541
    193.02    9   18    947.216
    131.31    9   19    942.938
    190.62    9   20   1366.254
    136.83    9   21   1308.037
    128.40    9   22   1082.754
    185.15    9   23   1746.712
    126.75    9   24   1337.746
    207.11    9   25    733.446
    193.54    9   26   1226.634
    133.12    9   27   1045.693
    133.63    9   28    684.985
    180.31    9   29   1675.199
    147.12    9   30   1111.765
    131.44    9   31    942.349
    133.96    9   32    730.073
    137.49    9   33    838.884
    122.84    9   34   1370.562
    140.19    9   35   1114.362
    152.90    9   36    883.369
    121.44    9   37   1054.835
    182.58    9   38   1751.093
    126.21    9   39    927.003
    126.96    9   40    908.011
    188.45    9   41   1370.663
    142.73    9   42   1000.310
    189.07    9   43   1971.926
    151.99    9   44    966.750
    119.59    9   45   2120.355
    212.08   10    1    370.646
    117.96   10    2    926.599
    191.64   10    3    797.972
    188.02   10    4    866.863
    213.11   10    5    972.389
    188.93   10    6    815.708
    218.92   10    7    868.969
    172.48   10    8    707.346
    195.90   10    9    590.443
    126.52   10   10   1057.753
    185.31   10   11   1287.315
    132.35   10   12    853.157
    189.08   10   13   1284.227
    132.56   10   14    996.683
    217.27   10   15   1233.821
    149.80   10   16    610.457
    187.34   10   17    587.906
    204.77   10   18    312.369
    184.27   10   19    610.281
    186.66   10   20    421.639
    172.96   10   21    582.415
    195.90   10   22    538.062
    176.98   10   23    707.515
    189.58   10   24    765.059
    138.48   10   25    615.389
    180.88   10   26    759.009
    134.89   10   27    753.329
    194.53   10   28    900.114
    136.48   10   29    776.148
    236.46   10   30    884.769
    189.00   10   31    278.937
    134.59   10   32    637.985
    203.68   10   33    635.360
    144.91   10   34    583.811
    240.32   10   35    517.127
    140.43   10   36    718.289
    192.87   10   37   1414.677
    154.54   10   38    725.046
    269.89   10   39   1413.892
    195.60   10   40    240.461
    128.78   10   41    990.893
    208.92   10   42    887.324
    131.99   10   43   1006.144
    196.59   10   44   1783.079
    209.09   10   45    307.109
