Building time 0.040000

   Time       cl    pb      cost
     0.620     6    18   1693.606
     0.630     6    19   1051.714
     0.560     6    20   1232.383
     0.530     6    21   1119.857
     0.620     6    22   1731.491
     0.550     6    23   1068.498
     0.550     6    24   1166.931
     0.580     6    25   1514.343
     0.540     6    26   1513.173
     0.490     6    27   2213.963
     0.550     6    28   1369.055
     0.610     6    29   1748.916
     0.570     6    30   1488.768
     0.540     6    31   1224.645
     0.490     6    32   1684.687
     0.560     6    33   1428.077
     0.580     6    34   1430.409
     0.610     6    35   1548.518
     0.490     6    36   1395.196
     0.630     6    37   1379.772
     0.620     6    38   1617.625
     0.550     6    39   1454.071
     0.550     6    40   2171.156
     0.620     6    41   1761.968
     0.510     6    42   2058.981
     0.610     6    43   2066.729
     0.570     6    44   2022.725
     0.600     6    45   1011.555
     0.650     7     1    347.703
     0.650     7     2    603.595
     0.820     7     3    356.936
     0.520     7     4   1189.515
     0.620     7     5   1140.415
     0.600     7     6    659.499
     0.920     7     7    546.014
     0.660     7     8    408.511
     0.580     7     9   1186.432
     0.540     7    10    944.758
     0.540     7    11    577.015
     0.530     7    12   2481.932
     0.620     7    13   2182.725
     0.620     7    14    961.776
     0.640     7    15    785.823
     0.560     7    16    953.604
     0.530     7    17   2286.258
     0.490     7    18   1001.281
     0.520     7    19   2352.771
     0.530     7    20   1870.815
     0.530     7    21   1072.476
     0.560     7    22    909.717
     0.530     7    23   1966.239
     0.530     7    24   1931.529
     0.490     7    25   3774.604
     0.540     7    26   3171.673
     0.510     7    27   1279.382
     0.480     7    28    804.533
     0.530     7    29   1444.131
     0.500     7    30   3426.119
     0.600     7    31   2249.023
     0.590     7    32   4445.085
     0.460     7    33   4002.810
     0.470     7    34   4619.993
     0.600     7    35   2097.215
     0.450     7    36   3324.274
     0.450     7    37   3321.403
     0.440     7    38   4883.970
     0.630     7    39    606.014
     0.510     7    40   1054.014
     0.530     7    41   2970.919
     0.660     7    42   3743.487
     0.480     7    43   2067.956
     0.520     7    44   3763.952
     0.470     7    45   5228.999
     0.400     8     1   1837.886
     0.440     8     2    443.079
     0.430     8     3   1865.526
     0.410     8     4   1286.993
     0.480     8     5   3055.679
     0.470     8     6   2726.495
     0.420     8     7   1178.205
     0.540     8     8   1149.431
     0.380     8     9    864.606
     0.440     8    10   1845.645
     0.430     8    11    612.731
     0.520     8    12   2177.873
     0.520     8    13   2255.623
     0.470     8    14   1808.291
     0.460     8    15    745.145
     0.510     8    16   2008.986
     0.540     8    17   2168.816
     0.540     8    18   1664.925
     0.500     8    19   1283.900
     0.510     8    20   3066.244
     0.500     8    21   2238.216
     0.490     8    22   1195.584
     0.400     8    23   1173.167
     0.450     8    24    887.397
     0.550     8    25   2101.680
     0.440     8    26   2763.940
     0.630     8    27   2398.008
     0.380     8    28    480.045
     0.440     8    29   1999.632
     0.460     8    30   2254.180
     0.400     8    31   3216.722
     0.510     8    32   2605.887
     0.380     8    33   1273.466
     0.470     8    34   1713.681
     0.610     8    35   1467.269
     0.570     8    36   4842.678
     0.460     8    37   1955.541
     0.520     8    38   3178.579
     0.570     8    39   3194.500
     0.370     8    40   1493.920
     0.430     8    41   2470.267
     0.430     8    42   2684.116
     0.470     8    43   1414.518
     0.590     8    44   1521.067
     0.510     8    45   1390.447
     0.600     9     1   1238.621
     0.540     9     2   1294.361
     0.580     9     3    952.909
     0.550     9     4   1031.208
     0.550     9     5   1798.229
     0.570     9     6   1269.222
     0.540     9     7    959.026
     0.500     9     8   1632.774
     0.690     9     9   1231.077
     0.520     9    10    939.887
     0.540     9    11    539.578
     0.550     9    12    507.157
     0.530     9    13    755.153
     0.470     9    14    589.385
     0.550     9    15    611.503
     0.450     9    16   1299.244
     0.540     9    17    750.099
     0.500     9    18    777.969
     0.500     9    19    839.855
     0.530     9    20   1061.758
     0.480     9    21   1137.656
     0.480     9    22    861.746
     0.520     9    23   1504.420
     0.590     9    24   1100.371
     0.480     9    25    615.948
     0.550     9    26    987.219
     0.510     9    27    893.717
     0.560     9    28    578.822
     0.440     9    29   1480.626
     0.720     9    30    961.801
     0.540     9    31    781.627
     0.500     9    32    608.560
     0.500     9    33    720.294
     0.520     9    34   1230.735
     0.700     9    35    946.895
     0.530     9    36    741.416
     0.570     9    37    809.952
     0.450     9    38   1277.938
     0.530     9    39    760.211
     0.510     9    40    770.118
     0.450     9    41   1167.997
     0.510     9    42    813.604
     0.550     9    43   1677.770
     0.570     9    44    806.392
     0.510     9    45   1669.365
     0.550    10     1    300.019
     0.440    10     2    725.550
     0.490    10     3    612.964
     0.510    10     4    737.728
     0.510    10     5    794.156
     0.460    10     6    666.042
     0.520    10     7    688.821
     0.460    10     8    613.850
     0.520    10     9    512.352
     0.550    10    10    790.167
     0.540    10    11    953.951
     0.560    10    12    688.457
     0.490    10    13    999.639
     0.490    10    14    801.436
     0.610    10    15    965.587
     0.620    10    16    569.813
     0.580    10    17    520.130
     0.580    10    18    278.263
     0.470    10    19    463.334
     0.610    10    20    324.202
     0.460    10    21    499.287
     0.530    10    22    473.980
     0.540    10    23    523.917
     0.470    10    24    578.374
     0.600    10    25    536.899
     0.570    10    26    666.684
     0.670    10    27    607.948
     0.610    10    28    746.188
     0.560    10    29    588.864
     0.500    10    30    660.323
     0.510    10    31    221.081
     0.560    10    32    533.471
     0.640    10    33    539.338
     0.550    10    34    466.297
     0.550    10    35    438.409
     0.580    10    36    608.407
     0.580    10    37   1173.228
     0.530    10    38    579.505
     0.530    10    39   1166.550
     0.500    10    40    189.615
     0.580    10    41    822.770
     0.700    10    42    783.589
     0.590    10    43    840.653
     0.600    10    44   1605.801
     0.570    10    45    268.096
