Building time 0.040000

   Time       cl    pb      cost
     0.450     9     2   1059.601
     0.460     9     3    843.561
     0.480     9     4    894.975
     0.410     9     5   1586.173
     0.520     9     6   1156.805
     0.360     9     7    911.510
     0.290     9     8   1546.374
     0.450     9     9   1134.022
     0.460     9    10    853.987
     0.410     9    11    481.704
     0.410     9    12    460.225
     0.330     9    13    701.506
     0.500     9    14    525.343
     0.480     9    15    537.872
     0.270     9    16   1231.734
     0.480     9    17    691.501
     0.500     9    18    704.621
     0.320     9    19    811.795
     0.360     9    20    912.266
     0.520     9    21   1069.726
     0.540     9    22    781.571
     0.450     9    23   1458.293
     0.370     9    24   1015.910
     0.340     9    25    574.241
     0.320     9    26    919.493
     0.440     9    27    797.321
     0.580     9    28    519.374
     0.330     9    29   1435.554
     0.440     9    30    898.750
     0.390     9    31    726.061
     0.360     9    32    555.787
     0.420     9    33    636.789
     0.330     9    34   1209.399
     0.420     9    35    875.444
     0.380     9    36    684.530
     0.550     9    37    692.822
     0.320     9    38   1015.840
     0.490     9    39    690.373
     0.420     9    40    704.374
     0.480     9    41   1096.634
     0.470     9    42    747.992
     0.310     9    43   1598.562
     0.370     9    44    727.470
     0.340     9    45   1485.747
     0.350    10     1    266.005
     0.330    10     2    655.023
     0.360    10     3    537.951
     0.450    10     4    697.423
     0.440    10     5    741.305
     0.450    10     6    601.481
     0.330    10     7    634.807
     0.400    10     8    566.901
     0.360    10     9    478.237
     0.400    10    10    653.242
     0.390    10    11    783.927
     0.540    10    12    625.068
     0.620    10    13    887.053
     0.300    10    14    748.357
     0.560    10    15    889.476
     0.500    10    16    557.339
     0.340    10    17    508.511
     0.500    10    18    263.712
     0.460    10    19    393.743
     0.430    10    20    281.960
     0.420    10    21    481.649
     0.350    10    22    450.866
     0.360    10    23    438.407
     0.310    10    24    491.687
     0.540    10    25    516.484
     0.640    10    26    644.347
     0.510    10    27    550.025
     0.460    10    28    676.032
     0.490    10    29    514.205
     0.520    10    30    561.136
     0.500    10    31    186.719
     0.410    10    32    491.469
     0.440    10    33    505.671
     0.350    10    34    408.027
     0.410    10    35    409.206
     0.320    10    36    571.477
     0.360    10    37   1062.273
     0.380    10    38    499.613
     0.370    10    39   1075.264
     0.420    10    40    161.476
     0.300    10    41    738.291
     0.340    10    42    723.731
     0.350    10    43    783.911
     0.320    10    44   1530.638
     0.510    10    45    251.576
