Building time 0.060000

   Time       cl    pb      cost
     0.330     3    42    765.271
     0.310     3    43   1138.761
     0.460     3    44   1423.497
     0.470     3    45    745.863
     0.490     4     1   2278.579
     0.310     4     2   2706.005
     0.450     4     3   2233.192
     0.410     4     4   2009.025
     0.280     4     5   1636.692
     0.310     4     6    889.363
     0.270     4     7   2522.585
     0.370     4     8   1958.499
     0.360     4     9   2696.959
     0.320     4    10   2039.902
     0.230     4    11   4137.399
     0.300     4    12   2921.774
     0.390     4    13   1672.792
     0.350     4    14   2057.888
     0.330     4    15   1220.991
     0.290     4    16   2700.092
     0.280     4    17   2032.297
     0.270     4    18   2853.913
     0.370     4    19   2724.028
     0.300     4    20   2103.901
     0.330     4    21   2861.235
     0.330     4    22   1504.947
     0.370     4    23   1816.741
     0.340     4    24   1659.342
     0.330     4    25   1656.421
     0.340     4    26   2801.163
     0.230     4    27   2707.280
     0.250     4    28   3441.043
     0.360     4    29   2045.917
     0.320     4    30   2363.438
     0.330     4    31   2027.551
     0.400     4    32   2052.111
     0.320     4    33   3219.264
     0.380     4    34   2099.815
     0.310     4    35   2635.162
     0.310     4    36   1529.015
     0.330     4    37   1287.106
     0.410     4    38   1973.518
     0.430     4    39   1834.981
     0.330     4    40   3051.288
     0.280     4    41   2059.245
     0.320     4    42   2390.173
     0.340     4    43   1751.759
     0.410     4    44   1403.722
     0.390     4    45   1375.679
     0.330     5     1    552.351
     0.370     5     2    823.414
     0.410     5     3    564.433
     0.290     5     4   1127.080
     0.350     5     5    779.167
     0.330     5     6    360.465
     0.490     5     7    751.589
     0.380     5     8   1501.479
     0.300     5     9   1363.964
     0.460     5    10    582.641
     0.360     5    11    510.023
     0.370     5    12    773.416
     0.330     5    13    513.841
     0.260     5    14    610.139
     0.340     5    15    347.081
     0.300     5    16   1020.693
     0.360     5    17    676.691
     0.380     5    18    680.282
     0.450     5    19    670.137
     0.330     5    20    669.565
     0.320     5    21    809.979
     0.510     5    22    620.502
     0.460     5    23    735.451
     0.360     5    24    520.749
     0.310     5    25    718.179
     0.310     5    26    737.242
     0.380     5    27    551.023
     0.350     5    28    450.990
     0.290     5    29    877.228
     0.350     5    30    454.260
     0.230     5    31   1098.129
     0.240     5    32   1089.316
     0.290     5    33    630.927
     0.270     5    34   1050.907
     0.380     5    35    451.727
     0.280     5    36    822.781
     0.320     5    37    840.159
     0.250     5    38   1007.867
     0.420     5    39   1244.470
     0.320     5    40    745.728
     0.370     5    41   1475.491
     0.380     5    42   1167.420
     0.480     5    43    913.063
     0.390     5    44    599.263
     0.340     5    45    903.869
     0.340     6     1   1951.381
     0.390     6     2   1649.603
     0.340     6     3   1421.394
     0.420     6     4   1327.004
     0.580     6     5   1485.604
     0.430     6     6   2071.871
     0.400     6     7   1210.669
     0.400     6     8   2259.246
     0.330     6     9   2165.239
     0.320     6    10   1747.364
     0.390     6    11   1366.257
     0.410     6    12   1814.038
     0.370     6    13   2060.891
     0.270     6    14   3299.305
     0.420     6    15   2135.510
     0.330     6    16   1626.251
     0.410     6    17   1668.401
     0.410     6    18   1985.951
     0.350     6    19   1316.676
     0.380     6    20   1402.355
     0.360     6    21   1425.212
     0.380     6    22   2056.156
     0.380     6    23   1229.173
     0.380     6    24   1340.175
     0.400     6    25   1978.872
     0.370     6    26   1791.863
     0.340     6    27   2606.435
     0.380     6    28   1572.015
     0.290     6    29   2290.471
     0.400     6    30   1967.115
     0.380     6    31   1480.973
     0.300     6    32   2144.445
     0.380     6    33   1761.322
     0.390     6    34   1819.351
     0.480     6    35   2015.717
     0.480     6    36   1798.878
     0.370     6    37   1613.511
     0.490     6    38   1870.301
     0.590     6    39   1670.925
     0.510     6    40   2532.026
     0.460     6    41   1958.384
     0.360     6    42   2684.034
     0.420     6    43   2677.294
     0.400     6    44   2609.227
     0.520     6    45   1199.759
     0.430     7     1    466.090
     0.350     7     2    832.349
     0.360     7     3    470.118
     0.280     7     4   1365.161
     0.240     7     5   1540.104
     0.250     7     6    872.522
     0.280     7     7    724.754
     0.380     7     8    497.820
     0.240     7     9   1617.737
     0.280     7    10   1220.387
     0.360     7    11    655.337
     0.320     7    12   2524.834
     0.240     7    13   2780.428
     0.350     7    14   1005.957
     0.430     7    15    852.262
     0.300     7    16   1178.165
     0.250     7    17   2979.843
     0.260     7    18   1278.600
     0.230     7    19   2839.532
     0.330     7    20   2277.744
     0.300     7    21   1357.328
     0.320     7    22   1046.704
     0.240     7    23   2529.892
     0.290     7    24   2478.291
     0.280     7    25   3876.739
     0.260     7    26   4284.361
     0.280     7    27   1648.925
     0.270     7    28   1059.281
     0.230     7    29   1902.549
     0.260     7    30   4630.844
     0.310     7    31   3008.791
     0.220     7    32   5587.853
     0.260     7    33   4473.039
     0.220     7    34   5741.103
     0.240     7    35   2773.906
     0.330     7    36   3834.913
     0.220     7    37   4416.268
     0.200     7    38   6882.614
     0.390     7    39    727.191
     0.290     7    40   1263.328
     0.280     7    41   3203.732
     0.260     7    42   4263.084
     0.300     7    43   2497.213
     0.270     7    44   4964.600
     0.290     7    45   7384.596
     0.260     8     1   2400.000
     0.320     8     2    454.000
     0.250     8     3   2592.000
     0.300     8     4   1566.000
     0.250     8     5   4096.000
     0.260     8     6   3370.438
     0.340     8     7   1572.938
     0.380     8     8   1376.000
     0.280     8     9   1097.000
     0.270     8    10   2400.000
     0.330     8    11    627.945
     0.350     8    12   2660.606
     0.320     8    13   2488.875
     0.440     8    14   2384.557
     0.270     8    15    883.920
     0.360     8    16   2433.500
     0.320     8    17   2754.286
     0.330     8    18   2280.329
     0.300     8    19   1549.212
     0.260     8    20   4096.000
     0.350     8    21   2754.658
     0.310     8    22   1575.688
     0.350     8    23   1384.000
     0.330     8    24   1081.943
     0.340     8    25   2687.452
     0.300     8    26   3023.452
     0.400     8    27   2905.696
     0.280     8    28    591.781
     0.550     8    29   2344.164
     0.290     8    30   2991.014
     0.210     8    31   4262.788
     0.320     8    32   3266.481
     0.340     8    33   1594.727
     0.350     8    34   1937.212
     0.420     8    35   1850.743
     0.340     8    36   5507.241
     0.290     8    37   2232.781
     0.420     8    38   4096.000
     0.320     8    39   4322.743
     0.350     8    40   1852.089
     0.310     8    41   3018.203
     0.310     8    42   3380.304
     0.300     8    43   1696.219
     0.310     8    44   2031.486
     0.350     8    45   1634.171
     0.380     9     1   1539.389
     0.330     9     2   1744.461
     0.300     9     3   1162.679
     0.330     9     4   1318.750
     0.280     9     5   2275.808
     0.320     9     6   1541.567
     0.350     9     7   1126.870
     0.280     9     8   1938.014
     0.340     9     9   1484.582
     0.360     9    10   1120.353
     0.340     9    11    644.317
     0.320     9    12    635.047
     0.360     9    13    917.759
     0.330     9    14    720.334
     0.320     9    15    770.764
     0.280     9    16   1588.609
     0.340     9    17    884.541
     0.390     9    18    947.216
     0.360     9    19    942.938
     0.310     9    20   1366.254
     0.400     9    21   1308.037
     0.340     9    22   1082.754
     0.270     9    23   1746.712
     0.340     9    24   1337.746
     0.380     9    25    733.446
     0.300     9    26   1226.634
     0.300     9    27   1045.693
     0.350     9    28    684.985
     0.280     9    29   1675.199
     0.370     9    30   1111.765
     0.310     9    31    942.349
     0.320     9    32    730.073
     0.380     9    33    838.884
     0.290     9    34   1370.562
     0.420     9    35   1114.362
     0.340     9    36    883.369
     0.330     9    37   1054.835
     0.240     9    38   1751.093
     0.360     9    39    927.003
     0.350     9    40    908.011
     0.300     9    41   1370.663
     0.410     9    42   1000.310
     0.280     9    43   1971.926
     0.370     9    44    966.750
     0.310     9    45   2120.355
     0.330    10     1    370.646
     0.290    10     2    926.599
     0.340    10     3    797.972
     0.320    10     4    866.863
     0.410    10     5    972.389
     0.360    10     6    815.708
     0.330    10     7    868.970
     0.320    10     8    707.346
     0.360    10     9    590.443
     0.310    10    10   1057.753
     0.300    10    11   1287.315
     0.380    10    12    853.157
     0.360    10    13   1284.227
     0.380    10    14    996.683
     0.480    10    15   1233.821
     0.600    10    16    610.457
     0.550    10    17    587.906
     0.370    10    18    312.369
     0.310    10    19    610.281
     0.340    10    20    421.639
     0.350    10    21    582.415
     0.330    10    22    538.062
     0.270    10    23    707.515
     0.250    10    24    765.059
     0.350    10    25    615.389
     0.420    10    26    759.009
     0.330    10    27    753.329
     0.310    10    28    900.114
     0.340    10    29    776.148
     0.430    10    30    884.769
     0.420    10    31    278.937
     0.390    10    32    637.985
     0.340    10    33    635.360
     0.310    10    34    583.811
     0.400    10    35    517.127
     0.480    10    36    718.289
     0.440    10    37   1414.677
     0.490    10    38    725.046
     0.380    10    39   1413.892
     0.380    10    40    240.461
     0.290    10    41    990.893
     0.430    10    42    887.324
     0.320    10    43   1006.144
     0.370    10    44   1783.079
     0.490    10    45    307.109
