Building time 2.380000

   Time       cl    pb      cost
    11.620    10    18    716.270
     9.950    10    19   1021.215
    10.610    10    20   1545.695
    11.800    10    21    832.614
    12.420    10    22    879.339
    10.760    10    23   2018.758
    12.000    10    24   1684.559
     9.690    10    25    969.187
     9.200    10    26   1208.296
    12.490    10    27   2029.076
    10.950    10    28   2277.562
    11.330    10    29   2007.383
    12.240    10    30   2170.499
     9.890    10    31    662.812
     9.250    10    32   1450.583
    11.100    10    33   1432.649
    10.920    10    34   1086.372
    11.620    10    35    807.190
     8.900    10    36   2404.813
     9.150    10    37   2350.562
    11.840    10    38   1582.981
    11.250    10    39    969.402
    11.870    10    40   1229.318
     8.300    10    41   2734.277
     8.250    10    42   4773.486
    10.650    10    43   2704.664
     9.570    10    44   5750.426
    10.720    10    45    847.798
